brand_name,ulta_slug,peta,leaping_bunny,peta_status,parent_company,parent_cf,top_parent,top_parent_cf,notes,aliases
Each & Every,each-every,TRUE,FALSE,cf,,TRUE,,,Independent; natural deodorant and body care; not confirmed SC Johnson despite Oars+Alps acquisition; PETA-verified cruelty-free under Each & Every,
Earth Harbor,earth-harbor,TRUE,TRUE,cf,,,,,Independent,
Earth Therapeutics,earth-therapeutics,FALSE,FALSE,not_found,,,,,Parent unknown,
Eco Style,eco-style,FALSE,FALSE,not_found,,,,,Independent; Black-owned,
Ecolline,ecolline,FALSE,FALSE,not_found,,,,,Parent unknown,
EcoTools,ecotools,TRUE,FALSE,cf,Paris Presents (Yellow Wood Partners),UNKNOWN,,,Paris Presents/PPI Beauty; acquired by Yellow Wood Partners PE; also owns Real Techniques,
ELEMIS,elemis,FALSE,FALSE,not_found,L'Occitane Group,FALSE,,,Acquired by L'Occitane 2019 ($900M); L'Occitane sells in China,
Elizabeth Arden,elizabeth-arden,FALSE,FALSE,not_cf,Revlon,FALSE,,,Acquired by Revlon 2016,
Elizavecca,elizavecca,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Ellis Brooklyn,ellis-brooklyn,TRUE,FALSE,cf,,,,,Independent,
Embr Labs,embr-labs,FALSE,FALSE,not_found,,,,,Independent; MIT spinout; Elizabeth Gazda CEO; Bose Ventures investor; thermal wristband,
EMBRYOLISSE,embryolisse,FALSE,FALSE,not_found,,,,,Independent French pharmacy brand,
Enzo Milano,enzo-milano,FALSE,FALSE,not_found,,,,,Parent unknown,
Eos,eos,TRUE,TRUE,cf,,,,,Independent; privately held; exploring sale as of Dec 2024,
Equlib,equlib,FALSE,FALSE,not_found,,,,,Parent unknown,
Erborian,erborian,FALSE,FALSE,may_not_be,L'Occitane Group,FALSE,,,Acquired by L'Occitane 2012,
Ere Perez,ere-perez,TRUE,FALSE,cf,,,,,Independent; Australian,
ERLY,erly,FALSE,TRUE,not_found,,,,,Parent unknown,
Esha,esha,TRUE,FALSE,cf,,,,,Parent unknown,
Esker Beauty,esker-beauty,FALSE,FALSE,not_found,,,,,Parent unknown,
Essence,essence,TRUE,FALSE,cf,Cosnova GmbH,UNKNOWN,,,German family-owned company (Christina & Javier),
Essie,essie,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,Acquired by L'Oréal 2010,
Estée Lauder,estee-lauder,FALSE,FALSE,not_cf,Estée Lauder Companies,FALSE,,,Parent/flagship brand,
Ethique Beauty,ethique-beauty,FALSE,TRUE,not_found,Bansk Group,UNKNOWN,,,Bansk Group portfolio,
Ettitude,ettitude,FALSE,FALSE,not_found,,,,,Parent unknown,
ETUDE,etude,TRUE,FALSE,cf,AmorePacific,FALSE,,,AmorePacific brand; sells in China,
Eucerin,eucerin,FALSE,FALSE,may_not_be,Beiersdorf,FALSE,,,Beiersdorf brand; sells in China,
Eva Nyc,eva-nyc,FALSE,TRUE,not_found,Bansk Group,UNKNOWN,,,Acquired by Bansk 2022,
EvasHair,evashair,FALSE,FALSE,not_found,,,,,Parent unknown,
Eve Lom,eve-lom,TRUE,FALSE,cf,Yatsen,FALSE,,,"Yatsen (Chinese beauty group, Perfect Diary parent) acquired 2021; sells in China; not CF",
Evian Mineral Spray,evian-mineral-spray,FALSE,FALSE,not_found,Danone,UNKNOWN,,,Evian is a Danone brand,
Evil Goods,evil-goods,FALSE,TRUE,not_found,,,,,Parent unknown,
Evre Skincare,evre-skincare,FALSE,TRUE,not_found,,,,,Parent unknown,
Exoceuticals,exoceuticals,FALSE,FALSE,not_found,,,,,Parent unknown,
Exuviance,exuviance,FALSE,FALSE,not_found,NeoStrata (Kenvue),UNKNOWN,,,NeoStrata acquired by J&J 2016; now under Kenvue (J&J spinoff); KC acquisition pending,
Eyeko,eyeko,TRUE,FALSE,cf,The Hut Group (THG),UNKNOWN,,,THG acquired Eyeko; THG is UK e-commerce company,
Eylure,eylure,FALSE,FALSE,not_found,Revlon,UNKNOWN,,,Part of Revlon group; Revlon restructured 2022 post-bankruptcy,
Face Republic,face-republic,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Fairy Tales,fairy-tales,FALSE,TRUE,not_found,,,,,Independent; self-funded; co-founded by Risa Barash; women-owned,
FARMACY,farmacy,TRUE,TRUE,cf,Procter & Gamble,FALSE,,,Acquired by P&G 2021,
FEKKAI,fekkai,FALSE,FALSE,not_found,,,,,Independent; Frédéric Fekkai bought back from P&G,
FENTY BEAUTY by Rihanna,fenty-beauty-by-rihanna,FALSE,FALSE,not_found,LVMH,FALSE,,,LVMH–Rihanna joint venture,
FENTY SKIN body,fenty-skin-body,FALSE,FALSE,not_found,LVMH,FALSE,,,LVMH–Rihanna joint venture,
FilterBaby,filterbaby,FALSE,FALSE,not_found,,,,,Parent unknown,
First Aid Beauty,first-aid-beauty,TRUE,FALSE,cf,Procter & Gamble,FALSE,,,Acquired by P&G 2019,
Flora Code,flora-code,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Florasis,florasis,FALSE,FALSE,not_found,,,,,Independent Chinese brand,
florence by mills,florence-by-mills,TRUE,FALSE,cf,,,,,Independent; Millie Bobby Brown majority owner; Beach House Group minority,
FLOWER Beauty,flower-beauty,FALSE,FALSE,not_found,,,,,CLOSED 2025 after 13 years; was co-owned by Maesa (Bain Capital),
Flower Knows,flower-knows,FALSE,FALSE,not_found,,,,,Independent Chinese brand,
Flowery,flowery,TRUE,TRUE,cf,Columbia Manicure Manufacturing,UNKNOWN,,,Columbia Manicure Mfg; Geoff Geils family-owned since 1966,
FMS,fms,FALSE,FALSE,not_found,,,,,Parent unknown,
FOREO,foreo,FALSE,FALSE,not_found,,,,,Independent; founded by Filip Sedic (Sweden),
Foria,foria,FALSE,FALSE,not_found,,,,,Independent; founder Jon Brandon; Viola (Al Harrington) is investor,
Forte Series,forte-series,FALSE,FALSE,not_found,,,,,Parent unknown,
frank body,frank-body,TRUE,FALSE,cf,,,,,Independent; Australian,
fresh,fresh,FALSE,FALSE,not_found,LVMH,FALSE,,,Acquired by LVMH 2000,
Fromm,fromm,FALSE,FALSE,not_found,Firelight Capital Partners,UNKNOWN,,,"Firelight Capital acquired Fromm International Jan 2024; also owns The Hair Edit, Diane",
FRUDIA,frudia,FALSE,FALSE,not_found,,,,,Independent; spun out of Welcos Korea 2016; CEO Kim Young-don,
Fur,fur,FALSE,TRUE,not_found,,,,,Independent; co-founders Laura Schubert and Lillian Tung; intimate skincare,
fwee,fwee,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Ga.Ma Italy Professional,gama-italy-professional,FALSE,FALSE,not_found,,,,,Parent unknown (Italian),
Garden of Life,garden-of-life,TRUE,FALSE,cf,Nestlé Health Science,FALSE,,,Acquired by Nestlé Health Science 2017,
Garnier,garnier,FALSE,FALSE,may_not_be,L'Oréal SA,FALSE,,,L'Oréal brand,
Geske,geske,FALSE,FALSE,not_found,,,,,Parent unknown,
ghd,ghd,FALSE,FALSE,not_found,Coty,FALSE,,,Acquired by Coty 2016,
Gigi,gigi,FALSE,TRUE,not_found,American International Industries (AII),UNKNOWN,,,AII (family-owned LA company); GiGi wax since 1972,
GIMME beauty,gimme-beauty,FALSE,FALSE,not_found,,,,,Parent unknown,
Ginger Milk,ginger-milk,TRUE,FALSE,cf,Independent,TRUE,,,Parent unknown; PETA-verified cruelty-free under Ginger Milk Natural Care,
Givenchy,givenchy,FALSE,FALSE,not_cf,LVMH,FALSE,,,LVMH brand,
Glamnetic,glamnetic,FALSE,TRUE,not_found,,,,,Independent; co-founders Ann McFerran and Kevin Gould; exploring acquisition 2024,
Glamnetic x Fanatics Nail,glamnetic-x-fanatics-nail,FALSE,TRUE,not_found,,TRUE,,,Independent; Glamnetic sub-brand; co-founders Ann McFerran and Kevin Gould; LB cert under GLAMNETIC (parent brand),
Glimmer Wish,glimmer-wish,TRUE,TRUE,cf,,,,,Parent unknown,
Glo24k,glo24k,FALSE,FALSE,not_found,,,,,Parent unknown,
Goli Nutrition,goli-nutrition,TRUE,FALSE,cf,Group KPS / Bastion Capital,UNKNOWN,,,Acquired May 2024 to avoid bankruptcy; Group KPS and Bastion Capital (Mexico),
Good Dye Young,good-dye-young,TRUE,TRUE,cf,,,,,Independent; Hayley Williams co-founder,
good light,good-light,FALSE,TRUE,not_found,,,,,Parent unknown,
Good Molecules,good-molecules,FALSE,TRUE,not_found,,,,,Independent; founded by Beautylish co-founders; Aria Growth Partners investor,
GOONGBE,goongbe,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
goop,goop,TRUE,FALSE,cf,,,,,Independent; Gwyneth Paltrow,
got2b,got2b,FALSE,FALSE,not_found,Henkel,FALSE,,,Schwarzkopf brand; Henkel,
Grande Cosmetics,grande-cosmetics,TRUE,FALSE,cf,Performance Beauty Group,UNKNOWN,,,"Also owns Lilly Lashes, Velour Beauty",
GROWUS,growus,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Grüns,gruns,FALSE,FALSE,not_found,,,,,Parent unknown,
Gucci,gucci,FALSE,FALSE,not_found,Coty,FALSE,,,Coty beauty/fragrance license; Gucci fashion is Kering,
Guerlain,guerlain,FALSE,FALSE,not_cf,LVMH,FALSE,,,LVMH brand,
GuruNanda,gurunanda,TRUE,FALSE,cf,,,,,Parent unknown,
HAAN,haan,FALSE,FALSE,not_found,,,,,Parent unknown,
HackU,hacku,FALSE,FALSE,not_found,,,,,Parent unknown,
Hair+,hair,TRUE,FALSE,cf,,,,,Parent unknown,
Hairstory,hairstory,FALSE,TRUE,not_found,,,,,Independent,
HAIRtamin,hairtamin,TRUE,FALSE,cf,,,,,Parent unknown,
HALEYS Beauty,haleys-beauty,TRUE,FALSE,cf,,,,,Parent unknown,
HALF MAGIC,half-magic,FALSE,TRUE,not_found,A24,UNKNOWN,,,A24 film studio majority stake; co-founder Donni Davy (Euphoria MUA),
HALLY,hally,FALSE,TRUE,not_found,Independent,TRUE,,,Parent unknown; Founder Kathryn Winokur; LB cert under Hally Hair,
Hampton Sun,hampton-sun,FALSE,TRUE,not_found,,,,,Independent; founder Salvatore Piazzolla; Rande Gerber minority investor,
Hanskin,hanskin,FALSE,FALSE,not_found,Celltrion,UNKNOWN,,,Celltrion Skincure; Celltrion is Korean biopharmaceutical company,
HAPPYSKINCO,happyskinco,FALSE,FALSE,not_found,,,,,Parent unknown,
Hatch,hatch,TRUE,TRUE,cf,Janie and Jack / Go Global Retail,TRUE,,,HATCH Collection acquired by Go Global Retail/Janie and Jack Oct 2024; Go Global Retail is an apparel/brand investment firm; no testing operations; LB cert under HATCH MAMA,
HATCH MAMA,hatch-mama,FALSE,TRUE,not_found,Janie and Jack / Go Global Retail,UNKNOWN,,,HATCH Collection acquired by Go Global Retail/Janie and Jack Oct 2024,
Hawkins & Brimble,hawkins-brimble,FALSE,FALSE,not_found,,,,,Independent UK brand,
Hawthorne,hawthorne,FALSE,FALSE,not_found,,,,,Independent; co-founders Phil Wong and Brian Jeong; personalized men's fragrance,
Healing Bird,healing-bird,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Heimish,heimish,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Helight,helight,FALSE,FALSE,not_found,,,,,Parent unknown,
Hempz,hempz,FALSE,TRUE,not_found,TSG Consumer Partners,UNKNOWN,,,TSG Consumer Partners invested in Hempz (hemp/argan body care),
Her Own,her-own,FALSE,FALSE,not_found,,,,,Parent unknown,
HERBIVORE,herbivore,FALSE,TRUE,not_found,,TRUE,,,Independent; founded by Julia Wills & Alex Kummerow; VC-backed; LB cert under Herbivore Botanicals,
Heritage Store,heritage-store,FALSE,FALSE,not_found,The Better Being,UNKNOWN,,,The Better Being acquired Heritage Store Jan 2022; wellness company,
Hero Cosmetics,hero-cosmetics,FALSE,FALSE,not_found,Church & Dwight,FALSE,,,Acquired by Church & Dwight 2022 ($630M),
Hey Honey,hey-honey,TRUE,TRUE,cf,,,,,Parent unknown,
Heywell,heywell,FALSE,FALSE,not_found,,,,,Parent unknown,
Hollywood Fashion Secrets,hollywood-fashion-secrets,FALSE,FALSE,not_found,,,,,Parent unknown,
Holo Taco,holo-taco,TRUE,FALSE,cf,,,,,Independent; Simply Nailogical Inc. (Cristine Rotenberg); YouTube-born nail brand,
Homebody,homebody,FALSE,FALSE,not_found,,,,,Parent unknown,
HomeWorx,homeworx,TRUE,FALSE,cf,,,,,Parent unknown,
Honest Beauty,honest-beauty,FALSE,FALSE,not_found,The Honest Company,UNKNOWN,,,Publicly traded (NASDAQ: HNST); founded by Jessica Alba,
Hot Tools,hot-tools,FALSE,TRUE,not_found,Helen of Troy,FALSE,,,Helen of Troy brand,
HOURGLASS,hourglass,TRUE,FALSE,cf,Unilever,FALSE,,,Acquired by Unilever 2017,
hOURS haircare,hours-haircare,FALSE,FALSE,not_found,,,,,Parent unknown,
House of Foils,house-of-foils,FALSE,FALSE,not_found,,,,,Parent unknown,
House of Harlow 1960,house-of-harlow-1960,FALSE,FALSE,not_found,,,,,Independent; Nicole Richie brand,
House of Lashes,house-of-lashes,FALSE,TRUE,not_found,,,,,Independent; founder Jenn Chiba; false eyelashes; LA,
Hugger Mugger,hugger-mugger,FALSE,FALSE,not_found,,,,,Parent unknown,
Hugo Boss,hugo-boss,FALSE,FALSE,not_cf,Coty,FALSE,,,Coty fragrance license; Hugo Boss fashion is public,
Hum Nutrition,hum-nutrition,FALSE,FALSE,not_found,Unilever,FALSE,,,Acquired by Unilever 2021,
Hwarang,hwarang,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Hyggee,hyggee,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Hygiene Hero,hygiene-hero,FALSE,FALSE,not_found,,,,,Parent unknown,
Hypothesis,hypothesis,FALSE,TRUE,not_found,,,,,Parent unknown,
I Dew Care,i-dew-care,TRUE,FALSE,cf,Memebox (MBX),UNKNOWN,,,"MBX/Memebox K-beauty incubator; also owns Kaja, Pony Effect, I'm Meme",
I'm From,im-from,TRUE,FALSE,cf,,,,,Independent Korean brand,
Ialuset,ialuset,FALSE,FALSE,not_found,,,,,Independent French pharmacy brand,
ICONIC LONDON,iconic-london,TRUE,FALSE,cf,,,,,Independent; founded by Jade Elliott (UK),
iDesign,idesign,FALSE,FALSE,not_found,,,,,Parent unknown,
IGK,igk,FALSE,TRUE,not_found,Luxury Brand Partners,UNKNOWN,,,"Luxury Brand Partners incubator; also owns Oribe, R+Co; exploring sale 2024",
iHome,ihome,FALSE,FALSE,not_found,,,,,Parent unknown,
ILIA,ilia,TRUE,TRUE,cf,Famille C (Courtin-Clarins),UNKNOWN,,,Acquired 2022; Clarins family holding co; Clarins minority stake,
Ilso,ilso,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Imarais Beauty,imarais-beauty,TRUE,FALSE,cf,,,,,Parent unknown,
Impressions Vanity,impressions-vanity,FALSE,FALSE,not_found,,,,,Parent unknown,
In Common,in-common,TRUE,FALSE,cf,,,,,Parent unknown,
Indeed Labs,indeed-labs,FALSE,FALSE,not_found,,,,,Independent; founder Dimitra Davidson; Canadian brand (Brandon Truaxe founding connection),
INDIE LEE,indie-lee,FALSE,TRUE,not_found,American Exchange Group,UNKNOWN,,,"American Exchange Group acquired July 2024; also owns Urban Skin Rx, NatureWell",
InfoDPlus,infodplus,FALSE,FALSE,not_found,,,,,Parent unknown,
inh HAIR,inh-hair,FALSE,TRUE,not_found,,,,,Parent unknown,
Inked by Dani,inked-by-dani,TRUE,TRUE,cf,,,,,Parent unknown,
INNER CIRCLE,inner-circle,FALSE,FALSE,not_found,,,,,Parent unknown,
Innersense Organic Beauty,innersense-organic-beauty,FALSE,TRUE,not_found,,,,,Independent,
iota,iota,FALSE,TRUE,not_found,,,,,Parent unknown,
isima,isima,FALSE,TRUE,not_found,,,,,Parent unknown,
ISOI,isoi,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Isopure Protein,isopure-protein,FALSE,FALSE,not_found,Glanbia Performance Nutrition,UNKNOWN,,,Glanbia owns Isopure (acquired with Optimum Nutrition),
IT Brushes For ULTA,it-brushes-ulta,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,IT Cosmetics (L'Oréal) collaboration with Ulta Beauty,
IT Cosmetics,it-cosmetics,TRUE,FALSE,cf,L'Oréal SA,FALSE,,,Acquired by L'Oréal 2016 ($1.2B),
It's A 10,its-a-10,FALSE,TRUE,not_found,Independent,TRUE,,,"Independent; sole owner Carolyn Aronson (bought out co-founder 2017); Founder/owner Carolyn Aronson, self-owned; LB cert under It's A 10 Haircare — surfaced after HTML-entity cleanup of brand names",
Izzy Zero Waste Beauty,izzy-zero-waste-beauty,FALSE,FALSE,not_found,,,,,Independent,
J.Cat Beauty,jcat-beauty,TRUE,TRUE,cf,,,,,Parent unknown,
Jack Black,jack-black,TRUE,FALSE,cf,Edgewell Personal Care,FALSE,,,Acquired by Edgewell 2018,
Jack Henry,jack-henry,FALSE,TRUE,not_found,,,,,Parent unknown,
jane iredale,jane-iredale,TRUE,TRUE,cf,San Francisco Equity Partners,TRUE,,,PE majority stake; SFEP is a PE firm with no animal-testing operations; PETA cert under jane iredale - THE SKIN CARE MAKEUP; LB cert under Iredale Cosmetics Inc.,
Janet Collection,janet-collection,FALSE,FALSE,not_found,Beauty Plus Trading,UNKNOWN,,,Beauty Plus Trading (Beauty Plus) parent since 1991; hair extensions,
JB Skrub,jb-skrub,FALSE,TRUE,not_found,,,,,Parent unknown,
Jean Paul Gaultier,jean-paul-gaultier,FALSE,FALSE,may_not_be,Puig,UNKNOWN,,,Puig brand,
Jenny Patinkin,jenny-patinkin,FALSE,FALSE,not_found,,,,,Parent unknown,
Jill,jill,TRUE,FALSE,cf,,,,,Parent unknown,
Jimmy Choo,jimmy-choo,FALSE,FALSE,not_cf,Coty,FALSE,,,Coty fragrance license; Jimmy Choo fashion is Capri Holdings,
Joan & David,joan-david,FALSE,FALSE,not_found,,,,,Parent unknown,
Johnny B. Hair Care,johnny-b-hair-care,FALSE,FALSE,not_found,,,,,Parent unknown,
Joico,joico,TRUE,FALSE,cf,Henkel,FALSE,,,Acquired by Henkel (from Kao) 2002,
Jolie,jolie,TRUE,FALSE,cf,,,,,Independent; co-founders Ryan Babenzien and Arjan Singh; Dyrdek Machine investor; filtered showerhead,
JooY,jooy,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Jouer Cosmetics,jouer-cosmetics,FALSE,TRUE,not_found,,,,,Independent; founder Christina Zilber; CA LLC,
JoyBright by Ulta Beauty,joybright-by-ulta-beauty,FALSE,FALSE,not_found,Ulta Beauty,UNKNOWN,,,Ulta Beauty brand,
Joylux,joylux,FALSE,FALSE,not_found,,,,,Parent unknown,
Juicy Couture,juicy-couture,FALSE,FALSE,not_found,Inter Parfums,UNKNOWN,,,Inter Parfums fragrance license,
Juvia's Place,juvias-place,FALSE,FALSE,not_found,,,,,Independent; Black-owned (Chichi Eburu),
JVN,jvn,FALSE,FALSE,not_found,Windsong Global (Belle Brands),UNKNOWN,,,Bought from bankrupt Amyris $1.25M Dec 2023,
KAHI,kahi,TRUE,FALSE,cf,,,,,Parent unknown (Korean),
Kaja,kaja,TRUE,FALSE,cf,Memebox (MBX),UNKNOWN,,,MBX/Memebox co-developed with Sephora; K-beauty incubator,
Kate Somerville,kate-somerville,TRUE,FALSE,cf,Unilever,FALSE,,,Acquired by Unilever 2015,
Kate Spade New York,kate-spade-new-york,FALSE,FALSE,not_found,Inter Parfums,UNKNOWN,,,Inter Parfums fragrance license,
Kenneth Cole New York,kenneth-cole-new-york,FALSE,FALSE,not_found,Inter Parfums,UNKNOWN,,,Inter Parfums fragrance license,
Kenra Professional,kenra-professional,TRUE,FALSE,cf,Henkel,FALSE,,,Acquired by Henkel 2014 alongside Sexy Hair,
Keracolor,keracolor,FALSE,FALSE,not_found,,,,,"Independent; trademark by Amir, Inc.; color depositing conditioners",
Keranique,keranique,FALSE,FALSE,not_found,BosleyMD (Scientific Hair Research),UNKNOWN,,,BosleyMD/SHR acquired Keranique Aug 2024,
Keratin Complex,keratin-complex,FALSE,FALSE,not_found,Keratin Holdings,UNKNOWN,,,Keratin Holdings LLC (private investment group) since 2017,
Kevyn Aucoin,kevyn-aucoin,FALSE,FALSE,may_not_be,Harmay,UNKNOWN,,,Chinese beauty retailer Harmay acquired Nov 2021 (from Tengram Capital),
KHLOÉ KARDASHIAN,khloe-kardashian,FALSE,TRUE,not_found,,,,,Parent unknown,
Kiehl's Since 1851,kiehls-since-1851,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,Acquired by L'Oréal 2000,
KimChi Chic Beauty,kimchi-chic-beauty,TRUE,FALSE,cf,,,,,Independent; Kim Chi (drag artist) brand,
Kind Patches,kind-patches,FALSE,FALSE,not_found,,,,,Parent unknown,
Kiss,kiss,TRUE,FALSE,cf,American International Industries,UNKNOWN,,,"AII brand (same parent as Ardell, China Glaze)",
Kitsch,kitsch,FALSE,TRUE,not_found,,,,,Independent,
Klairs,klairs,TRUE,FALSE,cf,,TRUE,,,"Independent Korean brand (Wishcompany); PETA-verified cruelty-free under Dear, Klairs",
Knemo,knemo,TRUE,FALSE,cf,,,,,Parent unknown,
Knours.,knours,TRUE,FALSE,cf,,,,,Independent; Know Your Skin Inc.; founder Julie Chon,
KOCOSTAR,kocostar,FALSE,FALSE,not_found,"Firstmarket Co., Ltd.",UNKNOWN,,,Firstmarket Co. Ltd. Korea; launched KOCOSTAR 2013,
Kopari Beauty,kopari-beauty,FALSE,TRUE,not_found,,,,,Independent; L Catterton minority investor,
KORRES,korres,TRUE,FALSE,cf,,,,,Independent Greek brand,
Kreyòl Essence,kreyol-essence,FALSE,FALSE,not_found,,,,,Independent; Black-owned,
KRISTIN ESS HAIR,kristin-ess-hair,TRUE,FALSE,cf,Maesa,UNKNOWN,,,Maesa beauty incubator; Kristin Ess filed lawsuit vs Maesa 2024,
Kumbra With Love,kumbra-with-love,FALSE,FALSE,not_found,,,,,Parent unknown,
KUNDAL,kundal,FALSE,FALSE,not_found,,,,,Independent Korean brand,
KVD Beauty,kvd-beauty,TRUE,FALSE,cf,LVMH,FALSE,,,Kendo Brands (LVMH),
KYLIE COSMETICS,kylie-cosmetics,FALSE,FALSE,not_found,Coty,FALSE,,,Coty majority stake since 2019,
L.A. Girl,la-girl,TRUE,FALSE,cf,Beauty 21 Cosmetics,UNKNOWN,,,Beauty 21 Cosmetics Inc. (also owns L.A. Colors); private; since 1985,
L'ange,lange,FALSE,FALSE,not_found,,,,,Independent; founder Dalia Lange Hadari; self-funded; D2C hair care,
L'anza,lanza,FALSE,FALSE,not_found,DAVEXLABS (Juggernaut Capital),UNKNOWN,,,PE-backed independent,
L'Occitane,loccitane,FALSE,FALSE,not_found,L'Occitane Group,UNKNOWN,,,L'Occitane Group; taken private 2024 by Reinold Geiger,
L'Oréal,loreal,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,Parent company,
L'Oréal Professionnel,loreal-professionnel,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,L'Oréal professional brand,L'Oréal Professionnel Steampod
L3VEL3,l3vel3,FALSE,FALSE,not_found,,,,,Parent unknown,
La Roche-Posay,la-roche-posay,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,L'Oréal Active Cosmetics brand,
LADOR,lador,FALSE,FALSE,not_found,,,,,Independent Korean brand,
Laifen,laifen,FALSE,FALSE,not_found,Dongguan Laifen Electronic Technology,UNKNOWN,,,Chinese brand; Dongguan Laifen Electronic Technology Co. Ltd.; hair tools,
Lake & Skye,lake-skye,TRUE,FALSE,cf,Tru Fragrance & Beauty,UNKNOWN,,,Tru Fragrance & Beauty acquired (Monogram Capital Partners is Tru's investor); founder Courtney Somer stays as CCO,
LALARECIPE,lalarecipe,TRUE,FALSE,cf,,,,,Independent Korean brand,
LAMIK Beauty,lamik-beauty,FALSE,TRUE,not_found,,,,,Parent unknown,
Lancer Skincare,lancer-skincare,FALSE,FALSE,not_found,,,,,Independent; solely owned by Dr. Harold Lancer; Beverly Hills,
Lancôme,lancome,FALSE,FALSE,not_found,L'Oréal SA,FALSE,,,L'Oréal Luxe brand,
Landing International,landing-international,FALSE,FALSE,not_found,,,,,Parent unknown,
Lanolips,lanolips,FALSE,FALSE,not_found,,,,,Independent Australian brand,
Lapcos,lapcos,FALSE,FALSE,not_found,,,,,Independent; co-founder Cindy Lee; Korean-American brand; affordable K-beauty,
Lash Luks,lash-luks,FALSE,FALSE,not_found,,,,,Parent unknown,
Lattafa,lattafa,FALSE,FALSE,not_found,Lattafa Perfumes,UNKNOWN,,,UAE fragrance house; independent,
Laundry Sauce,laundry-sauce,FALSE,FALSE,not_found,,,,,Parent unknown,
LAURA GELLER,laura-geller,FALSE,TRUE,not_found,AS Beauty,UNKNOWN,,,AS Beauty acquired from Glansaol bankruptcy Jan 2019,
Laura Mercier,laura-mercier,FALSE,FALSE,may_not_be,Orveon,UNKNOWN,,,Sold by Shiseido to Orveon (Advent Int'l) Dec 2021,
Le Mini Macaron,le-mini-macaron,FALSE,FALSE,not_found,,,,,Independent French brand,
LE MONDE GOURMAND,le-monde-gourmand,FALSE,FALSE,not_found,,,,,Parent unknown,
Lemme,lemme,FALSE,FALSE,not_found,,,,,Independent; Kourtney Kardashian brand,
Lemon and Co. Collagen,lemon-co-collagen,FALSE,FALSE,not_found,,,,,Parent unknown,
Leonor Greyl,leonor-greyl,FALSE,TRUE,not_found,,,,,Independent French family brand,
Leverden,leverden,FALSE,FALSE,not_found,,,,,Parent unknown,
LILA by Akunbem,lila-by-akunbem,FALSE,FALSE,not_found,,,,,Parent unknown,
Lilly Lashes,lilly-lashes,FALSE,FALSE,not_found,Performance Beauty Group,UNKNOWN,,,Same parent as Grande Cosmetics,
Lilyeve,lilyeve,FALSE,FALSE,not_found,,,,,Parent unknown (Korean),
Lime Crime,lime-crime,TRUE,TRUE,cf,Tengram Capital Partners,UNKNOWN,,,Tengram Capital acquired 2018; now hair-only (makeup discontinued 2024),
Lip Smacker,lip-smacker,TRUE,FALSE,cf,Markwins Beauty Brands,UNKNOWN,,,Markwins acquired from Aspire Brands,
LIQUID I.V.,liquid-iv,FALSE,FALSE,not_found,Unilever,FALSE,,,Acquired by Unilever 2020,
Live Tinted,live-tinted,FALSE,TRUE,not_found,,,,,Independent; Deepica Mutyala founder,
Living Proof,living-proof,TRUE,FALSE,cf,Unilever,FALSE,,,Acquired by Unilever 2016,
Locks & Mane,locks-mane,FALSE,FALSE,not_found,,,,,Parent unknown,
LOLA,lola,TRUE,TRUE,cf,,,,,Parent unknown,
Lola From Rio,lola-from-rio,FALSE,FALSE,not_found,,,,,Independent Brazilian brand,
LolaVie,lolavie,FALSE,TRUE,not_found,,,,,Independent; Jennifer Aniston brand,
Londontown,londontown,TRUE,FALSE,cf,,,,,Parent unknown,
LOOPS,loops,TRUE,FALSE,cf,Syllable,UNKNOWN,,,Syllable brand incubator majority owner; Shots Studio co-developer,
LORAC,lorac,TRUE,FALSE,cf,Markwins Beauty Brands,UNKNOWN,,,Acquired by Markwins 2018,
Lottie London,lottie-london,TRUE,FALSE,cf,Brand Agency London (in administration),UNKNOWN,,,Brand Agency London entered administration Jan 2025; seeking buyer,
Love & Pebble,love-pebble,TRUE,FALSE,cf,,,,,Parent unknown,
Love Wellness,love-wellness,TRUE,FALSE,cf,Encore Consumer Capital (Ogilvie Brands),UNKNOWN,,,Ogilvie Brands Inc; Encore Consumer Capital invested 2021; Lo Bosworth founder,
"Love, Indus",love-indus,FALSE,TRUE,not_found,,,,,Parent unknown,
Loving Tan,loving-tan,FALSE,FALSE,not_found,Gauge Capital,UNKNOWN,,,Gauge Capital strategic investment Feb 2026; Australian self-tan brand,
