brand_name,aliases,peta,leaping_bunny,parent_company,parent_peta,parent_lb,parent_sells_china,parent_status,cf_verdict,notes,confidence
Affinage Professional,Affinage; ASP Hair; A.S.P Expert Haircare,TRUE,FALSE,Independent,,,no,independent,certified-clean,Largest independently-owned cruelty-free professional hair care company in Australia/NZ. Also trades as ASP Hair in UK. Family-owned. PETA certified.,high
Affordable Mineral Makeup,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Small indie mineral makeup. PETA certified.,low
AFFOREST GREEN BEAUTY,Afforest Green Beauty,TRUE,FALSE,Independent,,,no,independent,certified-clean,Green/eco indie beauty. PETA certified.,low
After Inked LLC,After Inked,TRUE,FALSE,Independent,,,no,independent,certified-clean,Tattoo aftercare and moisturizing brand. PETA certified. Independent.,medium
Afterglow Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,"Founded 2004 by Kristin Adams, Raleigh NC. Organic mineral makeup. PETA certified. Independent.",high
AG Care,AG Hair,TRUE,FALSE,Independent,,,no,independent,certified-clean,"Founded 1989 by Lotte & John Davis, North Vancouver BC. Largest independent professional hair care manufacturer in Canada. Vertically integrated, own factory. PETA certified.",high
Agape Key All Natural Products,Agape Key,TRUE,FALSE,Independent,,,no,independent,certified-clean,Small indie all-natural products brand. PETA certified.,low
Agave,Agave Haircare; Agave by BioIonic,TRUE,FALSE,Beauty by Imagination (BBI),yes,,no,independent,certified-clean,"BioIonic brand under BBI (Beauty by Imagination, ACON Investments PE). Agave smoothing haircare line. PETA certified. BBI portfolio has no China cosmetics concerns.",high
Agave Healing Oil,Agave by Bio Ionic,FALSE,TRUE,Beauty by Imagination (BBI),yes,,no,independent,certified-clean,BioIonic brand under BBI (same parent as 'Agave' entry above). LB certified. No China concerns.,high
Age Attraction Kosmetik,Age Attraction,TRUE,FALSE,Independent,,,no,independent,certified-clean,German cosmetics brand. PETA certified. Independent.,medium
Agella Beauty,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie beauty brand.,low
Agency,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Agent Nateur,,TRUE,FALSE,Independent,,,no,independent,certified-clean,"Independent luxury natural deodorant and skincare brand. Founded by Jena Covello, LA. PETA certified.",high
Agera Biotech,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified biotech skincare brand. Independent.,medium
Aggi Natural Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Small indie natural beauty brand. PETA certified.,low
Agilise Cosméticos,Agilise Cosmeticos,TRUE,FALSE,Independent,,,no,independent,certified-clean,Brazilian cosmetics brand. PETA certified. Independent.,medium
Agnes dos Santos,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand. Likely Brazilian.,low
Agua de Nube,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Spanish/Latin American natural cosmetics. PETA certified. Independent.,low
Aguaymanto,,TRUE,FALSE,Independent,,,no,independent,certified-clean,"Peruvian natural cosmetics brand (aguaymanto = goldenberry, Peruvian superfruit). PETA certified.",medium
Ahal,,TRUE,FALSE,Laboratorio Biocosmética S.A. de C.V.,,,no,independent,certified-clean,Mexican brand. Parent: Laboratorio Biocosmética S.A. de C.V. — independent Mexican cosmetics lab. PETA certified. No China concerns.,medium
AHAVA Dead Sea Laboratories Ltd.,AHAVA Dead Sea; AHAVA,TRUE,FALSE,Fosun International (China),,,yes,bad,certified-gray,"ACQUIRED by Fosun International (Chinese conglomerate) in 2016 for ~$77M. Fosun sells cosmetics in China. AHAVA products are sold in China through Fosun channels, potentially requiring animal testing. Brand claims CF but parent is Chinese conglomerate with China cosmetics sales.",high
Ahé Naturals,Ahe Naturals,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural cosmetics brand. PETA certified. Independent.,low
ahimsa,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand (ahimsa = Sanskrit for non-violence). Independent.,medium
Ahimsa Essentials,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified natural/cruelty-free brand. Independent.,medium
Ahimsa Haircare,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified haircare brand. Independent.,medium
Ahura New York,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified New York brand. Independent.,medium
AIIR Professional,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Professional haircare brand. LB certified. Independent.,medium
AIKA WELLNESS,Aika Wellness,TRUE,FALSE,Independent,,,no,independent,certified-clean,Wellness/personal care brand. PETA certified. Independent.,low
Aim,Aim toothpaste,TRUE,FALSE,Church & Dwight,,,gray,gray,certified-gray,Aim toothpaste. Parent: Church & Dwight — large consumer goods co. (NYSE: CHD). Sells household products in China; beauty/oral care China status unclear. Flagged as gray parent in master CSV.,medium
Aim HI Every Day,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Small indie brand. PETA certified.,low
Aimée de Mars,Aimee de Mars,TRUE,FALSE,Independent,,,no,independent,certified-clean,French natural cosmetics brand. PETA certified. Independent.,medium
Aimeili Gel Polish,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Gel nail polish brand. PETA certified. Likely Chinese-origin DTC brand but no evidence of animal testing.,medium
Ainterol Natural Products,Ainterol,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural/herbal personal care. PETA certified. Independent.,low
Air Scense,Air-Scense,FALSE,TRUE,Independent,,,no,independent,certified-clean,Natural air freshener/scent brand. LB certified. Independent.,medium
Air Wick,,TRUE,FALSE,Reckitt (Reckitt Benckiser),,,yes,bad,certified-gray,Home fragrance brand. Parent Reckitt Benckiser tests on animals and sells in China. Air Wick signed PETA pledge for its own products. Brand is home fragrance (not cosmetics) but parent is bad. PETA lists Air Wick; CFK says not CF due to parent.,medium
Airelle Skincare,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified skincare brand. Independent.,medium
Airnex,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Limited info; appears independent.,low
Aisle5,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
AJ Nails Collection,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Small nail brand. PETA certified.,low
AJANANTA RETAIL,Ajananta,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Likely Indian origin. Independent.,low
AKA Cosmetic,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics brand. Independent.,low
Akahi Enterprise,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Small indie brand. PETA certified.,low
Akasa Elements,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified natural brand. Independent.,low
Aki Lashes,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Indie lash brand. PETA certified.,low
Akita Brands,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Independent.,low
Akla,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
AKS  KOZMETIK KIMYA TIC. LTD. STI,AKS Kozmetik,TRUE,FALSE,Independent,,,no,independent,certified-clean,Turkish cosmetics company. PETA certified. Independent.,medium
AKSAN KOZMETIK,Aksan Kozmetik,TRUE,FALSE,Independent,,,no,independent,certified-clean,Turkish cosmetics brand. PETA certified. Independent.,medium
AKT London,AKT,TRUE,FALSE,Independent,,,no,independent,certified-clean,UK performance deodorant brand (AKT = Alan & Mickey). PETA certified. Independent.,high
Akten Kozmetik San. Paz. A.Ş,Akten Kozmetik,TRUE,FALSE,Independent,,,no,independent,certified-clean,Turkish cosmetics company. PETA certified. Independent.,medium
Alacarte Beauty,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie beauty brand.,low
Alaffia,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Founded 2003 by Olowo-n'djo Tchala (Togo) & Prairie Rose Hyde. Social enterprise; shea butter/fair trade from West Africa. LB certified since 2022. Independent.,high
Alamar Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Latina-founded indie makeup brand. PETA certified. Independent.,high
Alaska Glacial Essentials,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified skincare brand using Alaskan glacier water. Independent.,medium
Alba Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified beauty brand. Independent. NOTE: separate from Alba Botanica (Hain Celestial).,medium
Alba Botanica,,TRUE,FALSE,Hain Celestial,,,gray,gray,certified-gray,Parent Hain Celestial has a China JV (with Hutchison China Meditech). Alba Botanica itself does not sell in China or countries requiring animal testing. PETA + LB certified. Hain is a natural/organic company committed to CF. Gray due to parent's China JV.,medium
Alba® 1913,Alba 1913,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Likely Italian origin (1913 founding date). Independent.,medium
Albaad,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Personal care/hygiene products. PETA certified. Independent.,medium
"Albertini International, LLC",Albertini International,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Alchemistry Essentials,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie essentials brand.,low
Alchemy Holistics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Holistic indie beauty brand. PETA certified. Independent.,low
Alchemy Oils,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural oils/beauty brand. PETA certified. Independent.,low
Alchimie Forever,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Swiss-founded skincare. Both PETA + LB certified. Independent.,high
Aleph Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Australian indie beauty brand. PETA certified. Independent.,medium
ALEVA NATURALS,Aleva Naturals,FALSE,TRUE,Independent,,,no,independent,certified-clean,Baby/family natural care brand. LB certified. Independent.,medium
Alexa Persico Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Small indie cosmetics. PETA certified.,low
Alexami Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Indie nail polish brand (Alexami = Alexandra Marinkovich). PETA certified. Australian.,medium
Alexandria Professional,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Professional waxing/hair removal brand. LB certified. Independent.,medium
Alexis Vogel,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Makeup brand by celebrity makeup artist Alexis Vogel. PETA certified. Independent.,medium
Algenist,,TRUE,FALSE,Tengram Capital Partners (PE),,,no,independent,certified-clean,Majority-owned by Tengram Capital Partners (PE firm) since 2016. Originally spun out of TerraVia (algae biotech). PETA certified. Tengram is not a bad/gray conglomerate; no China cosmetics sales found.,high
ALIDA PURE,Alida Pure,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified indie brand.,medium
Alighten Natural Skin Care,Alighten,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural skincare brand. PETA certified. Independent.,low
Alimeri,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Alison Asia Pacific,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Asia-Pacific region brand. PETA certified. Independent.,low
ALKAGLAM,Alkaglam,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Alkemie,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Polish natural cosmetics brand. PETA certified. Independent.,medium
All About Curls,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Curly hair care brand. PETA certified. Independent.,medium
All About Feet,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Foot care brand. LB certified. Independent.,low
All About Good Vibes,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
All About Men,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Men's grooming. LB certified. Independent.,low
All Care Products,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified personal care. Independent.,low
All Golden,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Both PETA + LB certified indie brand.,medium
All Good,,FALSE,TRUE,Independent,,,no,independent,certified-clean,"Outdoor/sun care brand (SPF, lip balm, skin repair). LB certified. Independent, B Corp certified.",high
All Good Scents,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural fragrance/scent brand. PETA certified. Independent.,low
All Heart All The Time,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
All Natural Advice,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified natural beauty brand.,low
All Terrain,,TRUE,FALSE,Independent,,,no,independent,certified-clean,"Outdoor/sports personal care (insect repellent, sun care). PETA certified. Independent.",medium
All Things Jill,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
All-Nutrient,,TRUE,FALSE,Chuckles Inc.,,,no,independent,certified-clean,"Professional hair color/care. Parent: Chuckles Inc. — small independent company, not a conglomerate. PETA certified.",medium
allBambu,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Bamboo-based personal care brand. PETA certified. Independent.,low
Allegresse 24 Karat Skincare,Allegresse 24K,FALSE,TRUE,Independent,,,no,independent,certified-clean,Luxury gold-infused skincare. LB certified. NOTE: same brand as 'Allegresse 24K Skincare' (PETA entry). Both entries refer to same brand.,medium
Allegresse 24K Skincare,Allegresse 24 Karat,TRUE,FALSE,Independent,,,no,independent,certified-clean,Luxury 24K gold skincare. PETA certified. Same brand as 'Allegresse 24 Karat Skincare' (LB entry) — name variant. Independent.,medium
Allens Naturally,Allen's Naturally,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural household cleaning brand. PETA certified. Independent.,medium
Alleyoop,,TRUE,TRUE,Independent,,,no,independent,certified-clean,Multi-tasking indie beauty brand. Both PETA + LB certified. Independent.,high
Allez Outdoor,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Outdoor personal care brand. PETA certified. Independent.,low
Allies of Skin,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Singapore-founded science-backed skincare. PETA certified. Independent. No China retail animal testing concern found.,high
AllMyFy,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
ALLOYANatural,Alloya Natural,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified natural brand. Independent.,low
AllSaints,All Saints,FALSE,TRUE,Lion Capital / AllSaints Ltd,,,no,independent,certified-clean,British fashion/lifestyle brand with fragrance line. LB certified for fragrance. PE-backed (previously Lion Capital); no evidence of mainland China cosmetics/fragrance animal testing obligations.,medium
AllSan,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Limited info; appears independent.,low
alltheFURRY,All The Furry,TRUE,FALSE,OOWN Co,,,no,independent,certified-clean,Pet care/grooming brand. Parent: OOWN Co — small independent brand portfolio company. PETA certified.,medium
Allurials,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Ally's AromaRemedies,Ally's Aroma Remedies,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aromatherapy/natural remedies brand. PETA certified. Independent.,low
Allyoos,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Alma Nativa,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Brazilian/Latin American natural cosmetics. PETA certified. Independent.,low
Alma Secret,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Spanish natural cosmetics. PETA certified. Independent.,medium
Almay,,TRUE,FALSE,Revlon,,,yes,bad,certified-gray,Revlon owns Almay. Revlon sells cosmetics in China. Bad parent.,high
Almaya Orgânica,Almaya Organica,TRUE,FALSE,Independent,,,no,independent,certified-clean,Brazilian organic cosmetics. PETA certified. Independent.,low
Almo Nature,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Italian pet care brand. PETA certified. Independent.,medium
Almora Botanica,,TRUE,FALSE,Independent,,,no,independent,certified-clean,UK botanical skincare. PETA certified. Independent.,medium
Aloe Plus,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aloe-based personal care. PETA certified. Independent.,low
Aloe Up,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aloe-based sun/skin care. PETA certified. Independent.,medium
Aloette Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Direct-sales cosmetics brand. PETA certified. Independent.,medium
ALŌH,ALOH,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Aloisia Beauty,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Alott Limited,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Aloxxi International,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Professional hair color/care brand. PETA certified. Independent.,medium
ALPAYA Dermaceuticals,Alpaya,TRUE,FALSE,Independent,,,no,independent,certified-clean,Dermo-cosmetics brand. PETA certified. Independent.,low
Alpaya Dogal ve Kozmetik,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Turkish natural cosmetics. PETA certified. Independent.,low
ALPCH,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Limited info.,low
Alpen Secrets,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural personal care brand. PETA certified. Independent.,low
Alpenkraft,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Alpine-inspired cosmetics. PETA certified. Independent.,low
Alpha Organics,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified organic brand.,low
ALPHANOVA,Alphanova,TRUE,FALSE,Independent,,,no,independent,certified-clean,French organic baby/personal care. PETA certified. Independent.,medium
Alpine White,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Swiss teeth whitening/oral care brand. PETA certified. Independent.,medium
Alpyn,Alpyn Beauty,FALSE,TRUE,Independent,,,no,independent,certified-clean,Wyoming-founded botanical skincare. LB certified. Independent.,medium
alquimiainsole,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Likely Brazilian/Spanish.,low
ALQVIMIA,Alqvimia,TRUE,FALSE,Independent,,,no,independent,certified-clean,Spanish aromatherapy/luxury body care brand. PETA certified. Independent.,medium
Also Green,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified green indie brand.,low
Alter Ego,Alter Ego Italy,TRUE,FALSE,Independent,,,no,independent,certified-clean,Italian professional haircare. PETA certified. Independent.,medium
Alter:Bio,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified sustainable brand.,low
Altilis Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Breadfruit-based skincare. PETA certified. Independent.,medium
Altresso,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Limited info.,low
alva Naturkosmetik,alva,TRUE,FALSE,Independent,,,no,independent,certified-clean,German certified natural cosmetics brand. PETA certified. Independent.,medium
Always,,TRUE,FALSE,Procter & Gamble,,,yes,bad,certified-gray,"Feminine hygiene brand. P&G sells cosmetics in China. Bad parent. NOTE: 'Always' (P&G) hygiene products, not cosmetics specifically — but P&G parent status is bad.",high
Always Give a Damn,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Alya Skin,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Australian clay mask skincare brand. PETA certified. Independent.,medium
amac natural,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural cosmetics brand. PETA certified.,low
Amacyn Natural Perfume,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural perfume brand. PETA certified. Independent.,low
AMAEYYA,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Limited info.,low
amai naturals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Natural beauty brand. PETA certified.,low
AMAL Cosmetics,,TRUE,FALSE,Madeleine Blair S.L.,,,no,independent,certified-clean,Parent: Madeleine Blair S.L. — small Spanish/independent company. PETA certified.,medium
Amala,,FALSE,TRUE,Independent,,,no,independent,certified-clean,Luxury Ayurvedic skincare. LB certified. Independent.,medium
Amalgam,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Amalia Skincare,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified skincare. Independent.,low
Amalsroom.com,Amalsroom,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Limited info.,low
AMALUMY,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Amanda Ross Skin Care,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified skincare brand.,low
AmandaSteene,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Amandine Sol Botanicals,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Botanical beauty brand. PETA certified. Independent.,low
Amara Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Amaranthine Beauty,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
AMARI NEW YORK,Amari New York,TRUE,FALSE,Independent,,,no,independent,certified-clean,NYC indie beauty. PETA certified. Independent.,low
Amaru Cosmética ecológica,Amaru,TRUE,FALSE,Independent,,,no,independent,certified-clean,Ecological/natural cosmetics. PETA certified. Likely Latin American.,low
amatera,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Amaterasun,,TRUE,FALSE,Royal Pesona Indonesia,,,no,independent,certified-clean,Parent: Royal Pesona Indonesia — small Indonesian company. PETA certified. No China concerns.,medium
Amazon Premium Products,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified personal care. Independent. NOTE: unrelated to Amazon.com.,medium
Amazônia New Face,Amazonia New Face,TRUE,FALSE,Independent,,,no,independent,certified-clean,Brazilian natural cosmetics. PETA certified. Independent.,low
Amazonia Skincare,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Amazon/rainforest-inspired skincare. PETA certified. Independent.,low
Amber Budd Skincare,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified skincare brand.,low
Amber House Apothecary,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Artisan apothecary brand. PETA certified. Independent.,low
Amber Renea,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Ambi,,TRUE,FALSE,Kenvue (formerly J&J Consumer),,,yes,gray,certified-gray,"Skin brightening brand. Owned by J&J Consumer, now under Kenvue (J&J consumer spinoff 2023). Kenvue sells Neutrogena etc. in China. Gray parent.",medium
Ambientes Limpios,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Spanish/Latin American cleaning/personal care. PETA certified.,low
AME,,TRUE,FALSE,LAM COSMÉTICOS S.A.S.,,,no,independent,certified-clean,Parent: LAM COSMÉTICOS S.A.S. — small Colombian company. PETA certified. Independent.,medium
âme pure,ame pure,TRUE,FALSE,Independent,,,no,independent,certified-clean,French natural cosmetics. PETA certified. Independent.,medium
Ameliorate Skincare Limited,Ameliorate,TRUE,FALSE,Independent,,,no,independent,certified-clean,UK skincare brand (keratosis pilaris). PETA certified. Independent.,medium
AMEON,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
American Eagle,AE; American Eagle Outfitters,TRUE,FALSE,American Eagle Outfitters (NYSE: AEO),,,yes,gray,certified-gray,"Fashion retailer with fragrance/beauty line. AEO has China stores. Post-2021 reform, fragrances exempt from animal testing. Gray due to China retail presence. Similar to A&F situation.",medium
American Formulating & Manufacturing,AFM; AFM Safecoat,TRUE,FALSE,Independent,,,no,independent,certified-clean,Low-VOC paints & cleaning products. PETA certified. Independent.,medium
American International,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified. Likely professional beauty supply. Independent.,low
American Safety Razor,ASR,TRUE,FALSE,Independent,,,no,independent,certified-clean,Razor/shaving brand. PETA certified. Independent.,medium
AMI COLE,Ami Cole,TRUE,FALSE,Independent,,,no,independent,certified-clean,BIPOC-founded indie makeup brand. PETA certified. Independent.,high
Amie,,TRUE,FALSE,Independent,,,no,independent,certified-clean,UK teen/young adult skincare brand. PETA certified. Independent.,medium
AMIEVA SPA,Amieva Spa,TRUE,FALSE,Independent,,,no,independent,certified-clean,Spa/body care brand. PETA certified. Independent.,low
Amika,amika hair,TRUE,TRUE,Bansk Group,,,no,independent,certified-clean,"Acquired by Bansk Group (PE, founded by ex-Coty/Reckitt CEO Bart Becht) in 2022. Both PETA + LB. Bansk is an independent brand portfolio, not a bad/gray conglomerate. No China concerns.",high
AMINO ANIMO,,TRUE,FALSE,Physis Laboratory,,,no,independent,certified-clean,Parent: Physis Laboratory — small independent lab. PETA certified. No China concerns.,medium
Aminu Wellness Pvt.Ltd,Aminu Wellness,TRUE,FALSE,Independent,,,no,independent,certified-clean,Indian wellness brand. PETA certified. Independent.,medium
Amly,Amly Botanics,TRUE,FALSE,Independent,,,no,independent,certified-clean,UK botanical silver/plant skincare. PETA certified. Independent.,medium
amo como soy,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified brand. Likely Spanish/Latin American.,low
Amoha Wellness,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Wellness/personal care brand. PETA certified. Independent.,low
Amon & Anis,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Amor Luminis,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified indie brand.,low
Amore Pet Foods,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Pet food/care. PETA certified. Independent.,low
Amorus USA,,TRUE,FALSE,Independent,,,no,independent,certified-clean,US cosmetics brand. PETA certified. Independent.,low
Amour Your Body,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Body care brand. PETA certified. Independent.,low
Amplify Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
Amrita LLC,Amrita Aromatherapy,TRUE,FALSE,Independent,,,no,independent,certified-clean,Aromatherapy/essential oils brand. PETA certified. Independent.,medium
Amrutam Pharmaceuticals,Amrutam,TRUE,FALSE,Independent,,,no,independent,certified-clean,Indian Ayurvedic brand. PETA certified. Independent.,medium
Amvï Cosméticos Naturais,Amvi Cosmeticos Naturais,TRUE,FALSE,Independent,,,no,independent,certified-clean,Brazilian natural cosmetics. PETA certified. Independent.,low
Amyla Cosmetics,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified cosmetics. Independent.,low
Amyris,,TRUE,FALSE,Amyris Inc. (Chapter 11 2023; restructuring),,,no,independent,needs-review,"Amyris filed Ch.11 bankruptcy Aug 2023 and auctioned consumer brands (Biossance→THG, JVN→Windsong, Pipette→HRB, etc.). The 'Amyris' PETA entry refers to the corporate entity itself. Corporate status post-restructuring unclear. Flag.",medium
An Earthy Touch,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified natural brand. Independent.,low
Ana Carttori New York,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified indie brand.,low
Ana Hickmann Makeup,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Brazilian celebrity makeup brand. PETA certified. Independent.,medium
Ana Hickmann Unique Skin,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Brazilian celebrity skincare. PETA certified. Independent. Same founder as Ana Hickmann Makeup.,medium
ananné AG,ananne,TRUE,FALSE,Independent,,,no,independent,certified-clean,Swiss indie cosmetics. PETA certified. Independent.,medium
Anastasia Beverly Hills,ABH,TRUE,FALSE,Independent (founder-controlled; TPG minority stake),,,no,independent,certified-clean,"Founded by Anastasia Soare. TPG Capital had minority stake (2018); founder recapitalized with $225M in Jan 2026, reducing TPG. Founder majority owner. PETA certified. No China concerns.",high
Ancient Egyptian Bath And Body Elixirs,,FALSE,TRUE,Independent,,,no,independent,certified-clean,LB certified artisan brand.,low
Ancient Formulas,,TRUE,FALSE,Independent,,,no,independent,certified-clean,PETA certified herbal/ancient remedy brand. Independent.,low
Ancient India,,TRUE,FALSE,Independent,,,no,independent,certified-clean,Indian-origin natural cosmetics. PETA certified. Independent.,low
